,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
2510,581,585,770,962,1197,Callaway County,44795,MO
2511,538,573,754,1035,1173,Camden County,44855,MO
2512,536,622,807,1146,1248,Cape Girardeau County,78015,MO
2513,489,521,685,960,1079,Carroll County,8910,MO
2514,494,526,692,855,1071,Carter County,6255,MO
2515,762,875,1030,1365,1569,Cass County,101890,MO
2516,489,572,685,899,929,Cedar County,13860,MO
2517,489,551,685,933,938,Chariton County,7585,MO
2518,601,605,775,1101,1246,Christian County,83030,MO
2519,489,521,685,870,1061,Clark County,6805,MO
2520,762,875,1030,1365,1569,Clay County,236070,MO
2521,762,875,1030,1365,1569,Clinton County,20495,MO
2522,516,565,694,986,995,Cole County,76750,MO
2523,534,543,713,957,1169,Cooper County,17620,MO
2524,489,542,685,945,1066,Crawford County,24385,MO
2525,689,745,947,1230,1449,Sullivan part,974,MO
2526,489,521,685,865,1145,Dade County,7580,MO
2527,568,580,685,925,929,Dallas County,16440,MO
2528,489,521,685,973,1079,Daviess County,8300,MO
2529,547,626,824,1088,1171,DeKalb County,12565,MO
2530,489,521,685,912,1029,Dent County,15565,MO
2531,489,521,685,847,1172,Douglas County,13390,MO
2532,489,521,685,917,971,Dunklin County,30905,MO
2533,689,745,947,1230,1449,Franklin County,102415,MO
2534,489,521,685,847,1172,Gasconade County,14770,MO
2535,489,521,685,898,998,Gentry County,6690,MO
2536,601,605,775,1101,1246,Greene County,286760,MO
2537,489,521,685,889,1061,Grundy County,10110,MO
2538,489,536,685,862,1003,Harrison County,8615,MO
2539,517,550,724,958,982,Henry County,21835,MO
2540,459,525,691,854,1070,Hickory County,9350,MO
2541,489,521,685,964,1172,Holt County,4500,MO
2542,516,524,689,931,934,Howard County,10145,MO
2543,489,521,685,896,929,Howell County,40140,MO
2544,489,593,685,924,1108,Iron County,10285,MO
2545,762,875,1030,1365,1569,Jackson County,688555,MO
2546,562,604,765,989,1071,Jasper County,118520,MO
2547,689,745,947,1230,1449,Jefferson County,222640,MO
2548,573,611,761,1081,1303,Johnson County,53940,MO
2549,489,521,685,847,1061,Knox County,3975,MO
2550,508,521,685,946,1172,Laclede County,35490,MO
2551,762,875,1030,1365,1569,Lafayette County,32655,MO
2552,547,550,685,973,1114,Lawrence County,38130,MO
2553,455,521,685,847,1061,Lewis County,10080,MO
2554,689,745,947,1230,1449,Lincoln County,54800,MO
2555,489,521,685,847,929,Linn County,12250,MO
2556,515,548,721,891,978,Livingston County,15025,MO
2557,591,601,685,953,1090,McDonald County,22755,MO
2558,455,535,685,939,942,Macon County,15320,MO
2559,489,548,685,932,1061,Madison County,12225,MO
2560,489,601,685,852,1061,Maries County,8960,MO
2561,539,557,704,1000,1042,Marion County,28705,MO
2562,489,521,685,925,929,Mercer County,3670,MO
2563,528,623,739,914,1002,Miller County,24945,MO
2564,489,521,685,901,1113,Mississippi County,13915,MO
2565,509,521,685,863,1033,Moniteau County,15905,MO
2566,489,521,685,862,1065,Monroe County,8675,MO
2567,491,523,688,964,968,Montgomery County,11620,MO
2568,489,601,685,925,929,Morgan County,20095,MO
2569,494,526,692,855,938,New Madrid County,18030,MO
2570,562,604,765,989,1071,Newton County,58235,MO
2571,561,569,742,951,1109,Nodaway County,22745,MO
2572,489,521,685,973,1149,Oregon County,10780,MO
2573,516,565,694,986,995,Osage County,13610,MO
2574,550,585,770,952,1044,Ozark County,9330,MO
2575,489,558,685,880,1086,Pemiscot County,17345,MO
2576,510,543,714,1013,1222,Perry County,19135,MO
2577,550,587,742,986,1043,Pettis County,42310,MO
2578,560,601,791,978,1146,Phelps County,44875,MO
2579,525,559,735,909,1138,Pike County,18515,MO
2580,762,875,1030,1365,1569,Platte County,96900,MO
2581,521,524,686,883,995,Polk County,31345,MO
2582,592,637,829,1178,1419,Pulaski County,53130,MO
2583,489,540,685,968,1061,Putnam County,4845,MO
2584,560,597,785,970,1311,Ralls County,10210,MO
2585,487,521,685,899,1015,Randolph County,24985,MO
2586,762,875,1030,1365,1569,Ray County,22860,MO
2587,489,521,685,847,1061,Reynolds County,6360,MO
2588,489,521,685,865,933,Ripley County,13805,MO
2589,689,745,947,1230,1449,St. Charles County,385115,MO
2590,455,521,685,899,1054,St. Clair County,9395,MO
2591,548,583,767,969,1125,Ste. Genevieve County,17880,MO
2592,505,538,708,994,998,St. Francois County,66250,MO
2593,689,745,947,1230,1449,St. Louis County,999540,MO
2594,493,524,690,937,1009,Saline County,23010,MO
2595,455,521,685,847,929,Schuyler County,4450,MO
2596,489,521,685,935,1061,Scotland County,4885,MO
2597,535,570,750,978,1017,Scott County,38860,MO
2598,500,532,700,865,1084,Shannon County,8275,MO
2599,455,521,685,847,1108,Shelby County,6085,MO
2600,455,521,685,850,1022,Stoddard County,29635,MO
2601,564,567,685,973,1172,Stone County,31530,MO
2602,464,530,698,863,947,Sullivan County,6380,MO
2603,543,620,779,1048,1284,Taney County,54310,MO
2604,491,545,685,920,1172,Texas County,25715,MO
2605,515,562,722,966,1236,Vernon County,20665,MO
2606,689,745,947,1230,1449,Warren County,33555,MO
2607,489,521,685,852,1061,Washington County,24970,MO
2608,500,521,685,914,1170,Wayne County,13370,MO
2609,601,605,775,1101,1246,Webster County,37560,MO
2610,489,521,685,973,1061,Worth County,2055,MO
2611,489,528,685,897,989,Wright County,18305,MO
2612,689,745,947,1230,1449,St. Louis city,314865,MO
2613,541,664,757,980,1296,Beaverhead County,9360,MT
2614,561,632,794,996,1164,Big Horn County,13290,MT
2615,535,664,757,1018,1124,Blaine County,6645,MT
2616,566,622,802,991,1088,Broadwater County,5755,MT
2617,646,730,960,1315,1543,Carbon County,10465,MT
2618,535,664,757,1075,1183,Carter County,1320,MT
2619,638,652,849,1190,1393,Cascade County,81815,MT
2620,557,600,789,975,1070,Chouteau County,5810,MT
2621,595,646,842,1196,1247,Custer County,11895,MT
2622,535,575,757,1075,1183,Daniels County,1790,MT
2623,650,807,920,1137,1248,Dawson County,9325,MT
2624,535,660,757,1047,1148,Deer Lodge County,9130,MT
2625,610,657,864,1068,1350,Fallon County,2925,MT
2626,587,632,831,1027,1422,Fergus County,11325,MT
2627,611,699,920,1307,1568,Flathead County,96145,MT
2628,754,825,1078,1531,1845,Gallatin County,100735,MT
2629,535,575,757,1032,1183,Garfield County,1085,MT
2630,566,640,757,969,1122,Glacier County,13675,MT
2631,549,591,778,1105,1215,Golden Valley County,745,MT
2632,535,597,757,1012,1183,Granite County,3205,MT
2633,612,620,767,1052,1113,Hill County,16470,MT
2634,617,664,874,1152,1381,Jefferson County,11625,MT
2635,535,575,757,936,1183,Judith Basin County,1965,MT
2636,534,637,804,1001,1090,Lake County,29520,MT
2637,618,736,923,1206,1415,Lewis and Clark County,66290,MT
2638,567,664,757,1032,1183,Liberty County,2245,MT
2639,535,644,757,1075,1220,Lincoln County,19250,MT
2640,535,575,757,1032,1183,McCone County,1730,MT
2641,779,793,903,1116,1411,Madison County,7900,MT
2642,535,575,757,956,1183,Meagher County,2000,MT
2643,535,633,757,1075,1140,Mineral County,4195,MT
2644,717,813,1020,1440,1746,Missoula County,114230,MT
2645,573,655,862,1130,1355,Musselshell County,4765,MT
2646,723,727,957,1317,1395,Park County,16000,MT
2647,610,657,864,1178,1350,Petroleum County,455,MT
2648,535,575,757,1009,1183,Phillips County,4140,MT
2649,535,664,757,1075,1296,Pondera County,6080,MT
2650,535,575,757,1075,1183,Powder River County,1610,MT
2651,535,575,757,970,1296,Powell County,6850,MT
2652,610,657,864,1178,1350,Prairie County,1325,MT
2653,566,609,801,1126,1371,Ravalli County,41385,MT
2654,628,676,890,1157,1280,Richland County,11405,MT
2655,590,594,782,967,1336,Roosevelt County,11220,MT
2656,535,643,757,1017,1266,Rosebud County,9290,MT
2657,562,575,757,1075,1198,Sanders County,11415,MT
2658,576,716,816,1078,1107,Sheridan County,3570,MT
2659,581,663,829,1025,1240,Silver Bow County,34515,MT
2660,574,649,854,1213,1446,Stillwater County,9340,MT
2661,552,617,782,1111,1222,Sweet Grass County,3645,MT
2662,535,592,757,1053,1296,Teton County,6040,MT
2663,535,620,757,1075,1183,Toole County,5030,MT
2664,610,657,864,1178,1350,Treasure County,790,MT
2665,535,575,757,999,1027,Valley County,7560,MT
2666,535,575,757,936,1183,Wheatland County,2110,MT
2667,610,657,864,1178,1350,Wibaux County,1120,MT
2668,646,730,960,1315,1543,Yellowstone County,156330,MT
2669,511,597,764,1026,1205,Adams County,31565,NE
2670,507,575,757,936,1115,Antelope County,6405,NE
2671,507,575,757,975,1037,Arthur County,420,NE
2672,507,575,757,975,1037,Banner County,730,NE
2673,507,575,757,975,1037,Blaine County,500,NE
2674,507,575,757,991,1296,Boone County,5355,NE
2675,507,575,757,936,1027,Box Butte County,11200,NE
2676,507,664,757,1033,1037,Boyd County,2050,NE
2677,507,575,757,936,1103,Brown County,3060,NE
2678,555,635,836,1140,1431,Buffalo County,48835,NE
2679,507,575,757,936,1060,Burt County,6545,NE
2680,515,597,770,952,1049,Butler County,8105,NE
2681,698,794,974,1305,1457,Cass County,25515,NE
2682,507,575,757,983,1055,Cedar County,8560,NE
2683,507,664,757,981,1037,Chase County,3805,NE
2684,521,591,778,962,1066,Cherry County,5790,NE
2685,514,600,768,1091,1149,Cheyenne County,10010,NE
2686,507,652,757,936,1108,Clay County,6265,NE
2687,507,576,757,936,1027,Colfax County,10615,NE
2688,507,635,757,984,1027,Cuming County,9040,NE
2689,507,575,757,936,1027,Custer County,10835,NE
2690,578,661,870,1075,1180,Dakota County,20530,NE
2691,507,584,757,973,1037,Dawes County,8970,NE
2692,522,616,780,977,1106,Dawson County,23925,NE
2693,507,575,757,936,1027,Deuel County,1900,NE
2694,578,661,870,1075,1180,Dixon County,5765,NE
2695,564,640,842,1041,1142,Dodge County,36575,NE
2696,698,794,974,1305,1457,Douglas County,549705,NE
2697,507,575,757,936,1037,Dundy County,2015,NE
2698,507,652,757,936,1027,Fillmore County,5605,NE
2699,507,575,757,936,1189,Franklin County,3020,NE
2700,507,575,757,944,1027,Frontier County,2625,NE
2701,507,588,757,936,1027,Furnas County,4815,NE
2702,507,575,757,936,1139,Gage County,21630,NE
2703,507,575,757,975,1037,Garden County,1915,NE
2704,507,620,757,1033,1037,Garfield County,1960,NE
2705,507,580,757,978,1027,Gosper County,2020,NE
2706,507,575,757,975,1037,Grant County,680,NE
2707,507,575,757,936,1027,Greeley County,2435,NE
2708,559,611,766,1018,1046,Hall County,61235,NE
2709,507,575,757,991,1264,Hamilton County,9150,NE
2710,507,575,757,936,1027,Harlan County,3470,NE
2711,507,575,757,975,1037,Hayes County,955,NE
2712,507,622,757,978,1027,Hitchcock County,2860,NE
2713,507,664,757,936,1296,Holt County,10295,NE
2714,507,575,757,975,1037,Hooker County,685,NE
2715,552,575,757,936,1027,Howard County,6385,NE
2716,507,575,757,956,1027,Jefferson County,7275,NE
2717,507,575,757,936,1072,Johnson County,5200,NE
2718,509,667,760,939,1031,Kearney County,6545,NE
2719,507,575,757,967,1236,Keith County,8130,NE
2720,507,575,757,936,1037,Keya Paha County,720,NE
2721,507,664,757,978,1296,Kimball County,3690,NE
2722,507,575,757,999,1127,Knox County,8495,NE
2723,624,689,888,1237,1440,Lancaster County,306355,NE
2724,573,577,759,1078,1092,Lincoln County,35570,NE
2725,507,575,757,1033,1037,Logan County,920,NE
2726,507,575,757,975,1037,Loup County,535,NE
2727,507,575,757,975,1037,McPherson County,430,NE
2728,520,594,782,1057,1060,Madison County,35060,NE
2729,552,575,757,1023,1027,Merrick County,7830,NE
2730,537,610,802,991,1099,Morrill County,4905,NE
2731,507,593,757,1033,1037,Nance County,3570,NE
2732,507,589,757,1075,1088,Nemaha County,7040,NE
2733,507,617,757,1075,1233,Nuckolls County,4320,NE
2734,507,613,757,936,1091,Otoe County,15875,NE
2735,507,575,757,936,1037,Pawnee County,2705,NE
2736,507,664,757,1022,1296,Perkins County,2905,NE
2737,507,664,757,1075,1221,Phelps County,9165,NE
2738,507,639,757,982,1076,Pierce County,7175,NE
2739,536,634,807,1090,1094,Platte County,32875,NE
2740,507,584,757,1008,1030,Polk County,5245,NE
2741,507,593,757,936,1027,Red Willow County,10870,NE
2742,507,575,757,936,1027,Richardson County,8045,NE
2743,507,575,757,1033,1037,Rock County,1380,NE
2744,531,616,793,1071,1125,Saline County,14325,NE
2745,698,794,974,1305,1457,Sarpy County,175190,NE
2746,553,599,768,988,1235,Saunders County,20955,NE
2747,610,614,787,1113,1347,Scotts Bluff County,36510,NE
2748,503,598,757,1034,1296,Seward County,17045,NE
2749,507,664,757,1005,1227,Sheridan County,5240,NE
2750,507,575,757,1023,1027,Sherman County,3050,NE
2751,507,575,757,975,1296,Sioux County,1255,NE
2752,656,745,980,1211,1329,Stanton County,6020,NE
2753,507,627,757,1005,1044,Thayer County,5135,NE
2754,542,616,810,1043,1110,Thomas County,645,NE
2755,507,575,757,936,1027,Thurston County,7055,NE
2756,507,575,757,936,1093,Valley County,4250,NE
2757,698,794,974,1305,1457,Washington County,20415,NE
2758,520,591,777,960,1065,Wayne County,9410,NE
2759,507,575,757,1023,1027,Webster County,3595,NE
2760,507,575,757,975,1037,Wheeler County,845,NE
2761,527,633,788,974,1249,York County,13830,NE
2762,633,750,953,1354,1631,Churchill County,24020,NV
2763,848,1005,1216,1727,2081,Clark County,2112435,NV
2764,853,986,1188,1688,1792,Douglas County,47630,NV
2765,785,911,1182,1626,1679,Elko County,52375,NV
2766,520,594,782,1093,1251,Esmeralda County,1100,NV
2767,700,800,1053,1472,1684,Eureka County,1730,NV
2768,717,832,1079,1334,1463,Humboldt County,17090,NV
2769,720,824,1084,1390,1734,Lander County,5885,NV
2770,577,660,868,1213,1388,Lincoln County,5205,NV
2771,776,798,994,1412,1701,Lyon County,52305,NV
2772,674,771,1014,1253,1622,Mineral County,4470,NV
2773,652,746,982,1272,1415,Nye County,43295,NV
2774,581,664,874,1080,1398,Pershing County,6660,NV
2775,926,1108,1394,1980,2386,Storey County,3890,NV
2776,926,1108,1394,1980,2386,Washoe County,445550,NV
2777,662,758,997,1264,1595,White Pine County,9860,NV
2778,736,853,1108,1574,1896,Carson City,54220,NV
2779,793,884,1128,1550,1556,Belknap County,5265,NH
2780,793,884,1128,1550,1556,Belknap County,4615,NH
2781,793,884,1128,1550,1556,Belknap County,7275,NH
2782,793,884,1128,1550,1556,Belknap County,1000,NH
2783,793,884,1128,1550,1556,Belknap County,7110,NH
2784,793,884,1128,1550,1556,Belknap County,3740,NH
2785,793,884,1128,1550,1556,Belknap County,16235,NH
2786,793,884,1128,1550,1556,Belknap County,6335,NH
2787,793,884,1128,1550,1556,Belknap County,2275,NH
2788,793,884,1128,1550,1556,Belknap County,2975,NH
2789,793,884,1128,1550,1556,Belknap County,3555,NH
2790,713,871,1073,1429,1787,Carroll County,780,NH
2791,713,871,1073,1429,1787,Carroll County,2760,NH
2792,713,871,1073,1429,1787,Carroll County,875,NH
2793,713,871,1073,1429,1787,Carroll County,340,NH
2794,713,871,1073,1429,1787,Carroll County,10020,NH
2795,713,871,1073,1429,1787,Carroll County,320,NH
2796,713,871,1073,1429,1787,Carroll County,1435,NH
2797,713,871,1073,1429,1787,Carroll County,1315,NH
2798,713,871,1073,1429,1787,Carroll County,160,NH
2799,713,871,1073,1429,1787,Carroll County,50,NH
2800,713,871,1073,1429,1787,Carroll County,955,NH
2801,713,871,1073,1429,1787,Carroll County,2520,NH
2802,713,871,1073,1429,1787,Carroll County,4050,NH
2803,713,871,1073,1429,1787,Carroll County,4285,NH
2804,713,871,1073,1429,1787,Carroll County,1340,NH
2805,713,871,1073,1429,1787,Carroll County,2915,NH
2806,713,871,1073,1429,1787,Carroll County,2155,NH
2807,713,871,1073,1429,1787,Carroll County,5005,NH
2808,713,871,1073,1429,1787,Carroll County,6235,NH
2809,816,862,1122,1594,1805,Cheshire County,1845,NH
2810,816,862,1122,1594,1805,Cheshire County,3565,NH
2811,816,862,1122,1594,1805,Cheshire County,1485,NH
2812,816,862,1122,1594,1805,Cheshire County,2295,NH
2813,816,862,1122,1594,1805,Cheshire County,700,NH
2814,816,862,1122,1594,1805,Cheshire County,915,NH
2815,816,862,1122,1594,1805,Cheshire County,3925,NH
2816,816,862,1122,1594,1805,Cheshire County,5315,NH
2817,816,862,1122,1594,1805,Cheshire County,23205,NH
2818,816,862,1122,1594,1805,Cheshire County,2125,NH
2819,816,862,1122,1594,1805,Cheshire County,710,NH
2820,816,862,1122,1594,1805,Cheshire County,575,NH
2821,816,862,1122,1594,1805,Cheshire County,1245,NH
2822,816,862,1122,1594,1805,Cheshire County,6005,NH
2823,816,862,1122,1594,1805,Cheshire County,215,NH
2824,816,862,1122,1594,1805,Cheshire County,1195,NH
2825,816,862,1122,1594,1805,Cheshire County,725,NH
2826,816,862,1122,1594,1805,Cheshire County,885,NH
2827,816,862,1122,1594,1805,Cheshire County,7170,NH
2828,816,862,1122,1594,1805,Cheshire County,2180,NH
2829,816,862,1122,1594,1805,Cheshire County,3810,NH
2830,816,862,1122,1594,1805,Cheshire County,1800,NH
2831,816,862,1122,1594,1805,Cheshire County,4220,NH
2832,591,740,862,1100,1331,Coos County,0,NH
2833,591,740,862,1100,1331,Coos County,0,NH
2834,591,740,862,1100,1331,Coos County,0,NH
2835,591,740,862,1100,1331,Coos County,10275,NH
2836,591,740,862,1100,1331,Coos County,0,NH
2837,591,740,862,1100,1331,Coos County,745,NH
2838,591,740,862,1100,1331,Coos County,0,NH
2839,591,740,862,1100,1331,Coos County,305,NH
2840,591,740,862,1100,1331,Coos County,2175,NH
2841,591,740,862,1100,1331,Coos County,615,NH
2842,591,740,862,1100,1331,Coos County,0,NH
2843,591,740,862,1100,1331,Coos County,0,NH
2844,591,740,862,1100,1331,Coos County,1010,NH
2845,591,740,862,1100,1331,Coos County,0,NH
2846,591,740,862,1100,1331,Coos County,10,NH
2847,591,740,862,1100,1331,Coos County,295,NH
2848,591,740,862,1100,1331,Coos County,235,NH
2849,591,740,862,1100,1331,Coos County,0,NH
2850,591,740,862,1100,1331,Coos County,2670,NH
2851,591,740,862,1100,1331,Coos County,10,NH
2852,591,740,862,1100,1331,Coos County,0,NH
2853,591,740,862,1100,1331,Coos County,1000,NH
2854,591,740,862,1100,1331,Coos County,0,NH
2855,591,740,862,1100,1331,Coos County,3340,NH
2856,591,740,862,1100,1331,Coos County,0,NH
2857,591,740,862,1100,1331,Coos County,0,NH
2858,591,740,862,1100,1331,Coos County,1285,NH
2859,591,740,862,1100,1331,Coos County,10,NH
2860,591,740,862,1100,1331,Coos County,2375,NH
2861,591,740,862,1100,1331,Coos County,0,NH
2862,591,740,862,1100,1331,Coos County,10,NH
2863,591,740,862,1100,1331,Coos County,815,NH
2864,591,740,862,1100,1331,Coos County,380,NH
2865,591,740,862,1100,1331,Coos County,25,NH
2866,591,740,862,1100,1331,Coos County,0,NH
2867,591,740,862,1100,1331,Coos County,350,NH
2868,591,740,862,1100,1331,Coos County,515,NH
2869,591,740,862,1100,1331,Coos County,800,NH
2870,591,740,862,1100,1331,Coos County,640,NH
2871,591,740,862,1100,1331,Coos County,0,NH
2872,591,740,862,1100,1331,Coos County,10,NH
2873,591,740,862,1100,1331,Coos County,35,NH
2874,591,740,862,1100,1331,Coos County,2185,NH
2875,772,893,1162,1478,1963,Grafton County,2050,NH
2876,772,893,1162,1478,1963,Grafton County,2240,NH
2877,772,893,1162,1478,1963,Grafton County,910,NH
2878,772,893,1162,1478,1963,Grafton County,415,NH
2879,772,893,1162,1478,1963,Grafton County,2545,NH
2880,772,893,1162,1478,1963,Grafton County,1025,NH
2881,772,893,1162,1478,1963,Grafton County,3050,NH
2882,772,893,1162,1478,1963,Grafton County,3295,NH
2883,772,893,1162,1478,1963,Grafton County,3900,NH
2884,772,893,1162,1478,1963,Grafton County,345,NH
2885,772,893,1162,1478,1963,Grafton County,285,NH
2886,772,893,1162,1478,1963,Grafton County,60,NH
2887,772,893,1162,1478,1963,Grafton County,4540,NH
2888,772,893,1162,1478,1963,Grafton County,1080,NH
2889,772,893,1162,1478,1963,Grafton County,1175,NH
2890,772,893,1162,1478,1963,Grafton County,565,NH
2891,772,893,1162,1478,1963,Grafton County,11430,NH
2892,772,893,1162,1478,1963,Grafton County,4610,NH
2893,772,893,1162,1478,1963,Grafton County,580,NH
2894,772,893,1162,1478,1963,Grafton County,2295,NH
2895,772,893,1162,1478,1963,Grafton County,455,NH
2896,772,893,1162,1478,1963,Grafton County,13545,NH
2897,772,893,1162,1478,1963,Grafton County,1285,NH
2898,772,893,1162,1478,1963,Grafton County,1660,NH
2899,772,893,1162,1478,1963,Grafton County,5910,NH
2900,772,893,1162,1478,1963,Grafton County,0,NH
2901,772,893,1162,1478,1963,Grafton County,635,NH
2902,772,893,1162,1478,1963,Grafton County,1695,NH
2903,772,893,1162,1478,1963,Grafton County,985,NH
2904,772,893,1162,1478,1963,Grafton County,200,NH
2905,772,893,1162,1478,1963,Grafton County,1580,NH
2906,772,893,1162,1478,1963,Grafton County,865,NH
2907,772,893,1162,1478,1963,Grafton County,6690,NH
2908,772,893,1162,1478,1963,Grafton County,1635,NH
2909,772,893,1162,1478,1963,Grafton County,645,NH
2910,772,893,1162,1478,1963,Grafton County,2030,NH
2911,772,893,1162,1478,1963,Grafton County,830,NH
2912,772,893,1162,1478,1963,Grafton County,190,NH
2913,772,893,1162,1478,1963,Grafton County,830,NH
2914,772,893,1162,1478,1963,Grafton County,1215,NH
2915,1082,1237,1628,2087,2208,Hillsborough County,11240,NH
2916,971,983,1293,1642,1976,Hillsborough County,2655,NH
2917,972,1105,1413,1747,1932,Hillsborough County,22020,NH
2918,971,983,1293,1642,1976,Hillsborough County,1425,NH
2919,1082,1237,1628,2087,2208,Hillsborough County,5190,NH
2920,971,983,1293,1642,1976,Hillsborough County,1875,NH
2921,971,983,1293,1642,1976,Hillsborough County,1560,NH
2922,972,1105,1413,1747,1932,Hillsborough County,17900,NH
2923,971,983,1293,1642,1976,Hillsborough County,1750,NH
2924,1082,1237,1628,2087,2208,Hillsborough County,1970,NH
2925,971,983,1293,1642,1976,Hillsborough County,1860,NH
2926,971,983,1293,1642,1976,Hillsborough County,5955,NH
2927,1082,1237,1628,2087,2208,Hillsborough County,7780,NH
2928,1082,1237,1628,2087,2208,Hillsborough County,24860,NH
2929,1082,1237,1628,2087,2208,Hillsborough County,8425,NH
2930,971,983,1293,1642,1976,Hillsborough County,1770,NH
2931,972,1105,1413,1747,1932,Hillsborough County,110600,NH
2932,1082,1237,1628,2087,2208,Hillsborough County,1490,NH
2933,1082,1237,1628,2087,2208,Hillsborough County,25565,NH
2934,1082,1237,1628,2087,2208,Hillsborough County,15290,NH
2935,1082,1237,1628,2087,2208,Hillsborough County,2500,NH
2936,1082,1237,1628,2087,2208,Hillsborough County,87640,NH
2937,971,983,1293,1642,1976,Hillsborough County,5505,NH
2938,1082,1237,1628,2087,2208,Hillsborough County,5205,NH
2939,1082,1237,1628,2087,2208,Hillsborough County,13325,NH
2940,971,983,1293,1642,1976,Hillsborough County,6450,NH
2941,971,983,1293,1642,1976,Hillsborough County,330,NH
2942,971,983,1293,1642,1976,Hillsborough County,1410,NH
2943,972,1105,1413,1747,1932,Hillsborough County,8920,NH
2944,1082,1237,1628,2087,2208,Hillsborough County,3685,NH
2945,971,983,1293,1642,1976,Hillsborough County,225,NH
2946,857,941,1237,1596,1677,Merrimack County,4315,NH
2947,857,941,1237,1596,1677,Merrimack County,2785,NH
2948,857,941,1237,1596,1677,Merrimack County,3985,NH
2949,857,941,1237,1596,1677,Merrimack County,7690,NH
2950,857,941,1237,1596,1677,Merrimack County,1680,NH
2951,857,941,1237,1596,1677,Merrimack County,2250,NH
2952,857,941,1237,1596,1677,Merrimack County,2590,NH
2953,857,941,1237,1596,1677,Merrimack County,42715,NH
2954,857,941,1237,1596,1677,Merrimack County,1280,NH
2955,857,941,1237,1596,1677,Merrimack County,2790,NH
2956,857,941,1237,1596,1677,Merrimack County,4650,NH
2957,857,941,1237,1596,1677,Merrimack County,8490,NH
2958,857,941,1237,1596,1677,Merrimack County,4895,NH
2959,857,941,1237,1596,1677,Merrimack County,945,NH
2960,857,941,1237,1596,1677,Merrimack County,13985,NH
2961,857,941,1237,1596,1677,Merrimack County,5615,NH
2962,857,941,1237,1596,1677,Merrimack County,5405,NH
2963,857,941,1237,1596,1677,Merrimack County,1890,NH
2964,857,941,1237,1596,1677,Merrimack County,4525,NH
2965,857,941,1237,1596,1677,Merrimack County,4820,NH
2966,857,941,1237,1596,1677,Merrimack County,7135,NH
2967,857,941,1237,1596,1677,Merrimack County,4090,NH
2968,857,941,1237,1596,1677,Merrimack County,1260,NH
2969,857,941,1237,1596,1677,Merrimack County,1930,NH
2970,857,941,1237,1596,1677,Merrimack County,2885,NH
2971,857,941,1237,1596,1677,Merrimack County,1870,NH
2972,857,941,1237,1596,1677,Merrimack County,1475,NH
2973,1040,1219,1565,1935,2122,Rockingham County,6840,NH
2974,1238,1244,1637,2325,2620,Rockingham County,5295,NH
2975,977,1092,1399,1871,2295,Rockingham County,4690,NH
2976,1238,1244,1637,2325,2620,Rockingham County,3930,NH
2977,1040,1219,1565,1935,2122,Rockingham County,4935,NH
2978,1040,1219,1565,1935,2122,Rockingham County,4480,NH
2979,1238,1244,1637,2325,2620,Rockingham County,4420,NH
2980,1040,1219,1565,1935,2122,Rockingham County,33310,NH
2981,977,1092,1399,1871,2295,Rockingham County,2465,NH
2982,977,1092,1399,1871,2295,Rockingham County,6860,NH
2983,977,1092,1399,1871,2295,Rockingham County,14735,NH
2984,1040,1219,1565,1935,2122,Rockingham County,4590,NH
2985,977,1092,1399,1871,2295,Rockingham County,3865,NH
2986,1040,1219,1565,1935,2122,Rockingham County,8600,NH
2987,977,1092,1399,1871,2295,Rockingham County,15320,NH
2988,977,1092,1399,1871,2295,Rockingham County,2335,NH
2989,977,1092,1399,1871,2295,Rockingham County,2195,NH
2990,1040,1219,1565,1935,2122,Rockingham County,6140,NH
2991,1238,1244,1637,2325,2620,Rockingham County,25115,NH
2992,977,1092,1399,1871,2295,Rockingham County,915,NH
2993,977,1092,1399,1871,2295,Rockingham County,1560,NH
2994,977,1092,1399,1871,2295,Rockingham County,820,NH
2995,977,1092,1399,1871,2295,Rockingham County,8975,NH
2996,1040,1219,1565,1935,2122,Rockingham County,4825,NH
2997,977,1092,1399,1871,2295,Rockingham County,4430,NH
2998,1238,1244,1637,2325,2620,Rockingham County,4280,NH
2999,1238,1244,1637,2325,2620,Rockingham County,4960,NH
3000,1040,1219,1565,1935,2122,Rockingham County,7640,NH
3001,977,1092,1399,1871,2295,Rockingham County,21645,NH
3002,1040,1219,1565,1935,2122,Rockingham County,10325,NH
3003,977,1092,1399,1871,2295,Rockingham County,5400,NH
3004,1040,1219,1565,1935,2122,Rockingham County,28950,NH
3005,1040,1219,1565,1935,2122,Rockingham County,6280,NH
3006,1658,1826,2205,2726,2990,Rockingham County,8835,NH
3007,1658,1826,2205,2726,2990,Rockingham County,795,NH
3008,977,1092,1399,1871,2295,Rockingham County,7370,NH
3009,1040,1219,1565,1935,2122,Rockingham County,14345,NH
3010,977,1092,1399,1871,2295,Strafford County,8840,NH
3011,977,1092,1399,1871,2295,Strafford County,30900,NH
3012,977,1092,1399,1871,2295,Strafford County,16150,NH
3013,977,1092,1399,1871,2295,Strafford County,6835,NH
3014,977,1092,1399,1871,2295,Strafford County,4375,NH
3015,977,1092,1399,1871,2295,Strafford County,1905,NH
3016,977,1092,1399,1871,2295,Strafford County,1685,NH
3017,977,1092,1399,1871,2295,Strafford County,4600,NH
3018,977,1092,1399,1871,2295,Strafford County,2665,NH
3019,977,1092,1399,1871,2295,Strafford County,30210,NH
