,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
4251,638,747,851,1132,1244,Orleans County,4410,VT
4252,638,747,851,1132,1244,Orleans County,1090,VT
4253,638,747,851,1132,1244,Orleans County,730,VT
4254,638,747,851,1132,1244,Orleans County,660,VT
4255,638,747,851,1132,1244,Orleans County,1240,VT
4256,638,747,851,1132,1244,Orleans County,675,VT
4257,638,747,851,1132,1244,Orleans County,765,VT
4258,638,747,851,1132,1244,Orleans County,515,VT
4259,638,747,851,1132,1244,Orleans County,4370,VT
4260,638,747,851,1132,1244,Orleans County,2235,VT
4261,638,747,851,1132,1244,Orleans County,1455,VT
4262,638,747,851,1132,1244,Orleans County,560,VT
4263,638,747,851,1132,1244,Orleans County,340,VT
4264,814,834,981,1344,1620,Rutland County,1045,VT
4265,814,834,981,1344,1620,Rutland County,3830,VT
4266,814,834,981,1344,1620,Rutland County,4600,VT
4267,814,834,981,1344,1620,Rutland County,1245,VT
4268,814,834,981,1344,1620,Rutland County,2405,VT
4269,814,834,981,1344,1620,Rutland County,1415,VT
4270,814,834,981,1344,1620,Rutland County,2635,VT
4271,814,834,981,1344,1620,Rutland County,560,VT
4272,814,834,981,1344,1620,Rutland County,425,VT
4273,814,834,981,1344,1620,Rutland County,710,VT
4274,814,834,981,1344,1620,Rutland County,970,VT
4275,814,834,981,1344,1620,Rutland County,835,VT
4276,814,834,981,1344,1620,Rutland County,1230,VT
4277,814,834,981,1344,1620,Rutland County,265,VT
4278,814,834,981,1344,1620,Rutland County,1345,VT
4279,814,834,981,1344,1620,Rutland County,410,VT
4280,814,834,981,1344,1620,Rutland County,2870,VT
4281,814,834,981,1344,1620,Rutland County,3350,VT
4282,814,834,981,1344,1620,Rutland County,1670,VT
4283,814,834,981,1344,1620,Rutland County,15740,VT
4284,814,834,981,1344,1620,Rutland County,4045,VT
4285,814,834,981,1344,1620,Rutland County,1140,VT
4286,814,834,981,1344,1620,Rutland County,615,VT
4287,814,834,981,1344,1620,Rutland County,600,VT
4288,814,834,981,1344,1620,Rutland County,2045,VT
4289,814,834,981,1344,1620,Rutland County,920,VT
4290,814,834,981,1344,1620,Rutland County,315,VT
4291,814,834,981,1344,1620,Rutland County,2455,VT
4292,760,869,1144,1454,1551,Washington County,8780,VT
4293,760,869,1144,1454,1551,Washington County,7785,VT
4294,760,869,1144,1454,1551,Washington County,2830,VT
4295,760,869,1144,1454,1551,Washington County,1320,VT
4296,760,869,1144,1454,1551,Washington County,1535,VT
4297,760,869,1144,1454,1551,Washington County,1260,VT
4298,760,869,1144,1454,1551,Washington County,2595,VT
4299,760,869,1144,1454,1551,Washington County,1300,VT
4300,760,869,1144,1454,1551,Washington County,1740,VT
4301,760,869,1144,1454,1551,Washington County,1670,VT
4302,760,869,1144,1454,1551,Washington County,7585,VT
4303,760,869,1144,1454,1551,Washington County,1740,VT
4304,760,869,1144,1454,1551,Washington County,6100,VT
4305,760,869,1144,1454,1551,Washington County,1390,VT
4306,760,869,1144,1454,1551,Washington County,735,VT
4307,760,869,1144,1454,1551,Washington County,1715,VT
4308,760,869,1144,1454,1551,Washington County,1715,VT
4309,760,869,1144,1454,1551,Washington County,5115,VT
4310,760,869,1144,1454,1551,Washington County,880,VT
4311,760,869,1144,1454,1551,Washington County,900,VT
4312,734,873,1089,1346,1477,Windham County,340,VT
4313,734,873,1089,1346,1477,Windham County,11645,VT
4314,734,873,1089,1346,1477,Windham County,680,VT
4315,734,873,1089,1346,1477,Windham County,1205,VT
4316,734,873,1089,1346,1477,Windham County,1865,VT
4317,734,873,1089,1346,1477,Windham County,665,VT
4318,734,873,1089,1346,1477,Windham County,2065,VT
4319,734,873,1089,1346,1477,Windham County,660,VT
4320,734,873,1089,1346,1477,Windham County,825,VT
4321,734,873,1089,1346,1477,Windham County,1580,VT
4322,734,873,1089,1346,1477,Windham County,1170,VT
4323,734,873,1089,1346,1477,Windham County,1825,VT
4324,734,873,1089,1346,1477,Windham County,2665,VT
4325,734,873,1089,1346,1477,Windham County,5090,VT
4326,734,873,1089,1346,1477,Windham County,10,VT
4327,734,873,1089,1346,1477,Windham County,235,VT
4328,734,873,1089,1346,1477,Windham County,1015,VT
4329,734,873,1089,1346,1477,Windham County,2235,VT
4330,734,873,1089,1346,1477,Windham County,825,VT
4331,734,873,1089,1346,1477,Windham County,3070,VT
4332,734,873,1089,1346,1477,Windham County,1505,VT
4333,734,873,1089,1346,1477,Windham County,1770,VT
4334,734,873,1089,1346,1477,Windham County,380,VT
4335,757,891,1044,1454,1490,Windsor County,535,VT
4336,757,891,1044,1454,1490,Windsor County,280,VT
