,Year,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,County,Population,State
461,2021,889,1091,1347,1675,1958,Tolland County,5915,CT
462,2021,816,818,1036,1307,1695,Windham County,4255,CT
463,2021,816,818,1036,1307,1695,Windham County,8230,CT
464,2021,816,818,1036,1307,1695,Windham County,5075,CT
465,2021,816,818,1036,1307,1695,Windham County,2365,CT
466,2021,816,818,1036,1307,1695,Windham County,1640,CT
467,2021,816,818,1036,1307,1695,Windham County,1830,CT
468,2021,816,818,1036,1307,1695,Windham County,17160,CT
469,2021,816,818,1036,1307,1695,Windham County,15140,CT
470,2021,816,818,1036,1307,1695,Windham County,4185,CT
471,2021,816,818,1036,1307,1695,Windham County,9395,CT
472,2021,816,818,1036,1307,1695,Windham County,1690,CT
473,2021,816,818,1036,1307,1695,Windham County,3750,CT
474,2021,816,818,1036,1307,1695,Windham County,9300,CT
475,2021,816,818,1036,1307,1695,Windham County,24840,CT
476,2021,816,818,1036,1307,1695,Windham County,7825,CT
477,2021,878,908,1066,1526,1785,Kent County,173145,DE
478,2021,900,1040,1260,1567,1796,New Castle County,555035,DE
479,2021,641,732,965,1306,1506,Sussex County,215550,DE
480,2021,1513,1548,1765,2263,2742,District of Columbia,672390,DC
481,2021,805,897,1083,1415,1469,Alachua County,259865,FL
482,2021,530,599,790,1021,1315,Baker County,27535,FL
483,2021,855,933,1088,1515,1784,Bay County,180115,FL
484,2021,637,652,743,1047,1286,Bradford County,26775,FL
485,2021,759,921,1134,1525,1826,Brevard County,568185,FL
486,2021,1059,1198,1510,2161,2614,Broward County,1890415,FL
487,2021,629,644,734,1050,1169,Calhoun County,14460,FL
488,2021,799,866,1067,1506,1847,Charlotte County,173235,FL
489,2021,659,679,895,1279,1550,Citrus County,141375,FL
490,2021,746,921,1113,1455,1852,Clay County,203290,FL
491,2021,948,1118,1376,1791,1922,Collier County,356775,FL
492,2021,634,659,869,1131,1178,Columbia County,68485,FL
493,2021,622,625,738,993,1106,DeSoto County,35675,FL
494,2021,629,644,734,1027,1153,Dixie County,16325,FL
495,2021,746,921,1113,1455,1852,Duval County,912045,FL
496,2021,776,840,987,1385,1709,Escambia County,309925,FL
497,2021,754,854,1100,1448,1633,Flagler County,105015,FL
498,2021,645,661,753,1078,1304,Franklin County,11675,FL
499,2021,778,843,1024,1361,1484,Gadsden County,46115,FL
500,2021,805,897,1083,1415,1469,Gilchrist County,17190,FL
501,2021,673,675,785,976,1114,Glades County,13195,FL
502,2021,759,764,1007,1253,1698,Gulf County,16020,FL
503,2021,553,565,734,1050,1271,Hamilton County,14240,FL
504,2021,565,569,750,972,1168,Hardee County,27325,FL
505,2021,629,644,734,1050,1213,Hendry County,39065,FL
506,2021,989,1040,1271,1651,2028,Hernando County,179145,FL
507,2021,575,661,871,1100,1183,Highlands County,100175,FL
508,2021,989,1040,1271,1651,2028,Hillsborough County,1351085,FL
509,2021,553,557,734,936,1271,Holmes County,19485,FL
510,2021,699,881,1059,1430,1673,Indian River County,147980,FL
511,2021,484,621,734,974,995,Jackson County,48570,FL
512,2021,778,843,1024,1361,1484,Jefferson County,14085,FL
513,2021,686,702,800,1026,1135,Lafayette County,8685,FL
514,2021,1055,1140,1321,1713,2057,Lake County,326215,FL
515,2021,931,951,1197,1559,1762,Lee County,700165,FL
516,2021,778,843,1024,1361,1484,Leon County,285890,FL
517,2021,553,557,734,1001,1149,Levy County,39715,FL
518,2021,629,644,734,913,1021,Liberty County,8345,FL
519,2021,629,641,734,966,1271,Madison County,18520,FL
520,2021,841,992,1275,1686,2030,Manatee County,363540,FL
521,2021,692,757,939,1226,1356,Marion County,343780,FL
522,2021,926,932,1211,1618,1830,Martin County,155720,FL
523,2021,1057,1231,1551,2068,2483,Miami-Dade County,2702600,FL
524,2021,1301,1344,1744,2257,2996,Monroe County,76745,FL
525,2021,746,921,1113,1455,1852,Nassau County,78435,FL
526,2021,977,983,1168,1559,2022,Okaloosa County,197590,FL
527,2021,645,649,836,1074,1186,Okeechobee County,40230,FL
528,2021,1055,1140,1321,1713,2057,Orange County,1290215,FL
529,2021,1055,1140,1321,1713,2057,Osceola County,325170,FL
530,2021,983,1180,1468,1984,2387,Palm Beach County,1426770,FL
531,2021,989,1040,1271,1651,2028,Pasco County,498135,FL
532,2021,989,1040,1271,1651,2028,Pinellas County,949840,FL
533,2021,794,799,1023,1375,1764,Polk County,652255,FL
534,2021,623,627,765,997,1037,Putnam County,72435,FL
535,2021,746,921,1113,1455,1852,St. Johns County,226580,FL
536,2021,926,932,1211,1618,1830,St. Lucie County,298765,FL
537,2021,776,840,987,1385,1709,Santa Rosa County,166780,FL
538,2021,841,992,1275,1686,2030,Sarasota County,404840,FL
539,2021,1055,1140,1321,1713,2057,Seminole County,449260,FL
540,2021,716,718,946,1278,1283,Sumter County,116755,FL
541,2021,629,644,734,1027,1191,Suwannee County,43815,FL
542,2021,629,644,734,930,1042,Taylor County,22350,FL
543,2021,629,644,734,917,1271,Union County,15300,FL
544,2021,693,856,1050,1406,1537,Volusia County,518660,FL
545,2021,678,738,892,1109,1544,Wakulla County,31585,FL
546,2021,792,847,966,1358,1594,Walton County,63455,FL
547,2021,553,557,734,1050,1271,Washington County,24470,FL
548,2021,507,510,648,927,975,Appling County,18470,GA
549,2021,488,492,648,897,975,Atkinson County,8315,GA
550,2021,547,568,648,829,1122,Bacon County,11280,GA
551,2021,624,645,761,985,1136,Baker County,3250,GA
552,2021,598,612,709,882,992,Baldwin County,45525,GA
553,2021,586,596,684,851,944,Banks County,18365,GA
554,2021,1016,1040,1185,1491,1823,Barrow County,75100,GA
555,2021,1016,1040,1185,1491,1823,Bartow County,102625,GA
556,2021,547,548,648,860,978,Ben Hill County,17270,GA
557,2021,494,497,648,927,972,Berrien County,19015,GA
558,2021,522,689,787,1002,1101,Bibb County,153925,GA
559,2021,507,510,648,856,968,Bleckley County,12780,GA
560,2021,680,684,830,1160,1272,Brantley County,18410,GA
561,2021,588,591,770,1086,1333,Brooks County,15630,GA
562,2021,877,921,1050,1442,1671,Bryan County,34885,GA
563,2021,598,604,716,1025,1240,Bulloch County,73740,GA
564,2021,636,708,815,1108,1411,Burke County,22645,GA
565,2021,653,657,866,1161,1353,Butts County,23555,GA
566,2021,488,492,648,806,879,Calhoun County,6505,GA
567,2021,679,683,866,1180,1425,Camden County,52250,GA
568,2021,507,510,648,880,955,Candler County,10895,GA
569,2021,1016,1040,1185,1491,1823,Carroll County,114900,GA
570,2021,636,694,838,1092,1306,Catoosa County,65870,GA
571,2021,547,568,648,859,941,Charlton County,12965,GA
572,2021,877,921,1050,1442,1671,Chatham County,285505,GA
573,2021,644,717,832,1118,1441,Chattahoochee County,11095,GA
574,2021,488,492,648,906,1114,Chattooga County,24880,GA
575,2021,1016,1040,1185,1491,1823,Cherokee County,235895,GA
576,2021,663,699,815,1104,1281,Clarke County,123555,GA
577,2021,507,510,648,927,975,Clay County,3025,GA
578,2021,1016,1040,1185,1491,1823,Clayton County,274150,GA
579,2021,507,510,648,927,975,Clinch County,6790,GA
580,2021,1016,1040,1185,1491,1823,Cobb County,739070,GA
581,2021,547,568,648,806,879,Coffee County,43050,GA
582,2021,515,519,648,806,913,Colquitt County,45890,GA
583,2021,636,708,815,1108,1411,Columbia County,143725,GA
584,2021,523,526,648,842,1016,Cook County,17190,GA
585,2021,1016,1040,1185,1491,1823,Coweta County,138015,GA
586,2021,522,689,787,1002,1101,Crawford County,12385,GA
587,2021,547,568,648,861,882,Crisp County,23005,GA
588,2021,636,694,838,1092,1306,Dade County,16280,GA
589,2021,1016,1040,1185,1491,1823,Dawson County,23395,GA
590,2021,504,507,648,849,879,Decatur County,27025,GA
591,2021,1016,1040,1185,1491,1823,DeKalb County,736065,GA
592,2021,488,492,648,815,965,Dodge County,21065,GA
593,2021,547,568,648,806,879,Dooly County,14055,GA
594,2021,624,645,761,985,1136,Dougherty County,91520,GA
595,2021,1016,1040,1185,1491,1823,Douglas County,140150,GA
596,2021,485,568,648,817,915,Early County,10405,GA
597,2021,588,591,770,1086,1333,Echols County,4010,GA
598,2021,877,921,1050,1442,1671,Effingham County,57085,GA
599,2021,488,492,648,856,1009,Elbert County,19290,GA
600,2021,488,492,648,902,1104,Emanuel County,22500,GA
601,2021,488,492,648,810,1080,Evans County,10755,GA
602,2021,585,598,682,976,1168,Fannin County,24480,GA
603,2021,1016,1040,1185,1491,1823,Fayette County,110305,GA
604,2021,623,627,792,1061,1255,Floyd County,96470,GA
605,2021,1016,1040,1185,1491,1823,Forsyth County,211300,GA
606,2021,428,563,648,925,987,Franklin County,22330,GA
607,2021,1016,1040,1185,1491,1823,Fulton County,1010420,GA
608,2021,561,565,744,925,1288,Gilmer County,29615,GA
609,2021,547,568,648,927,981,Glascock County,3025,GA
610,2021,680,684,830,1160,1272,Glynn County,83465,GA
611,2021,533,547,657,939,1120,Gordon County,56425,GA
612,2021,506,509,671,907,910,Grady County,25050,GA
613,2021,539,542,689,871,978,Greene County,16730,GA
614,2021,1016,1040,1185,1491,1823,Gwinnett County,889955,GA
615,2021,452,529,685,925,929,Habersham County,43880,GA
616,2021,761,834,951,1254,1402,Hall County,192865,GA
617,2021,507,510,648,904,1122,Hancock County,8665,GA
618,2021,653,657,789,1061,1322,Haralson County,28720,GA
619,2021,644,717,832,1118,1441,Harris County,33200,GA
620,2021,526,530,698,868,1075,Hart County,25535,GA
621,2021,1016,1040,1185,1491,1823,Heard County,11605,GA
622,2021,1016,1040,1185,1491,1823,Henry County,217505,GA
623,2021,720,786,896,1173,1490,Houston County,150340,GA
624,2021,507,510,648,806,975,Irwin County,9280,GA
625,2021,575,579,763,1043,1154,Jackson County,63850,GA
626,2021,1016,1040,1185,1491,1823,Jasper County,13730,GA
627,2021,507,510,648,806,887,Jeff Davis County,15000,GA
628,2021,488,492,648,833,1107,Jefferson County,15955,GA
629,2021,507,510,648,870,975,Jenkins County,8930,GA
630,2021,547,568,648,877,975,Johnson County,9800,GA
631,2021,522,689,787,1002,1101,Jones County,28540,GA
632,2021,637,652,743,964,1145,Lamar County,18280,GA
633,2021,588,591,770,1086,1333,Lanier County,10390,GA
634,2021,526,529,648,888,1035,Laurens County,47450,GA
635,2021,624,645,761,985,1136,Lee County,29215,GA
636,2021,803,831,947,1355,1640,Liberty County,62120,GA
637,2021,528,587,674,911,914,Lincoln County,7770,GA
638,2021,582,586,706,1010,1118,Long County,17855,GA
639,2021,588,591,770,1086,1333,Lowndes County,113940,GA
640,2021,636,640,844,1113,1405,Lumpkin County,31565,GA
641,2021,636,708,815,1108,1411,McDuffie County,21490,GA
642,2021,680,684,830,1160,1272,McIntosh County,14060,GA
643,2021,516,519,648,806,1122,Macon County,13675,GA
644,2021,663,699,815,1104,1281,Madison County,28600,GA
645,2021,644,717,832,1118,1441,Marion County,8560,GA
646,2021,605,609,803,1086,1133,Meriwether County,21150,GA
647,2021,599,613,699,869,1052,Miller County,5885,GA
648,2021,547,568,648,806,879,Mitchell County,22575,GA
649,2021,493,623,710,887,1229,Monroe County,26795,GA
650,2021,547,568,648,927,975,Montgomery County,8960,GA
651,2021,706,726,872,1134,1510,Morgan County,18015,GA
652,2021,519,555,732,937,1022,Murray County,39445,GA
653,2021,644,717,832,1118,1441,Muscogee County,198645,GA
654,2021,1016,1040,1185,1491,1823,Newton County,105040,GA
655,2021,663,699,815,1104,1281,Oconee County,35970,GA
656,2021,663,699,815,1104,1281,Oglethorpe County,14655,GA
657,2021,1016,1040,1185,1491,1823,Paulding County,152400,GA
658,2021,484,556,733,995,1036,Peach County,27025,GA
659,2021,1016,1040,1185,1491,1823,Pickens County,30345,GA
660,2021,543,546,648,814,1024,Pierce County,19140,GA
661,2021,1016,1040,1185,1491,1823,Pike County,17920,GA
662,2021,542,546,719,928,975,Polk County,41445,GA
663,2021,510,568,648,927,1070,Pulaski County,11395,GA
664,2021,649,675,769,956,1074,Putnam County,21430,GA
665,2021,507,510,648,883,975,Quitman County,2140,GA
666,2021,520,524,690,858,1093,Rabun County,16355,GA
667,2021,488,492,648,806,975,Randolph County,7205,GA
668,2021,636,708,815,1108,1411,Richmond County,201570,GA
669,2021,1016,1040,1185,1491,1823,Rockdale County,88480,GA
670,2021,488,492,648,927,975,Schley County,5170,GA
671,2021,488,492,648,913,975,Screven County,14035,GA
672,2021,482,561,713,888,1044,Seminole County,8550,GA
673,2021,1016,1040,1185,1491,1823,Spalding County,64190,GA
674,2021,488,492,648,927,1083,Stephens County,25625,GA
675,2021,488,492,648,806,975,Stewart County,5830,GA
676,2021,528,532,701,872,1166,Sumter County,30685,GA
677,2021,512,515,655,850,986,Talbot County,6425,GA
678,2021,507,510,648,806,1122,Taliaferro County,1845,GA
679,2021,547,568,648,927,1122,Tattnall County,25400,GA
680,2021,428,515,648,842,1011,Taylor County,8265,GA
681,2021,428,510,648,806,899,Telfair County,16340,GA
682,2021,624,645,761,985,1136,Terrell County,8980,GA
683,2021,594,597,787,983,1236,Thomas County,44910,GA
684,2021,507,511,648,806,951,Tift County,40530,GA
685,2021,488,492,648,872,1122,Toombs County,27160,GA
686,2021,583,587,715,925,1238,Towns County,11175,GA
687,2021,507,510,648,927,943,Treutlen County,6750,GA
688,2021,599,602,794,1071,1112,Troup County,69435,GA
689,2021,507,510,648,806,1122,Turner County,8035,GA
690,2021,522,689,787,1002,1101,Twiggs County,8325,GA
691,2021,507,510,648,909,1091,Union County,22260,GA
692,2021,443,509,671,839,1054,Upson County,26240,GA
693,2021,636,694,838,1092,1306,Walker County,68610,GA
694,2021,1016,1040,1185,1491,1823,Walton County,88695,GA
695,2021,492,495,653,864,1043,Ware County,35690,GA
696,2021,488,492,648,847,1122,Warren County,5410,GA
697,2021,547,568,648,877,912,Washington County,20505,GA
698,2021,488,492,648,856,950,Wayne County,29835,GA
699,2021,507,510,648,806,975,Webster County,2625,GA
700,2021,507,510,648,927,975,Wheeler County,7950,GA
701,2021,581,584,716,944,971,White County,28510,GA
702,2021,531,607,753,1032,1037,Whitfield County,103965,GA
703,2021,507,510,648,865,975,Wilcox County,8895,GA
704,2021,508,511,674,888,1014,Wilkes County,9905,GA
705,2021,490,493,650,808,943,Wilkinson County,9145,GA
706,2021,624,645,761,985,1136,Worth County,20810,GA
707,2021,969,1115,1469,1889,1992,Hawaii County,196325,HI
708,2021,1433,1577,2073,2967,3589,Honolulu County,990060,HI
709,2021,1321,1408,1772,2461,2724,Kalawao County,85,HI
710,2021,1255,1519,1902,2621,3274,Kauai County,71095,HI
711,2021,1321,1408,1772,2461,2724,Maui County,164095,HI
712,2021,683,801,1002,1420,1647,Ada County,435115,ID
713,2021,557,572,734,1029,1224,Adams County,3945,ID
714,2021,516,593,782,1116,1354,Bannock County,84115,ID
715,2021,553,557,734,1050,1224,Bear Lake County,5940,ID
716,2021,546,628,828,1180,1184,Benewah County,9050,ID
717,2021,567,571,752,1076,1241,Bingham County,45370,ID
718,2021,703,808,1065,1474,1517,Blaine County,21585,ID
719,2021,683,801,1002,1420,1647,Boise County,6970,ID
720,2021,642,646,829,1186,1435,Bonner County,41855,ID
721,2021,538,670,815,1166,1411,Bonneville County,110405,ID
722,2021,553,557,734,1050,1224,Boundary County,11325,ID
723,2021,521,599,789,1129,1366,Butte County,2615,ID
724,2021,557,564,734,1050,1224,Camas County,885,ID
725,2021,683,801,1002,1420,1647,Canyon County,207025,ID
726,2021,553,557,734,963,1101,Caribou County,6860,ID
727,2021,562,564,741,1060,1133,Cassia County,23470,ID
728,2021,597,604,787,1126,1313,Clark County,1055,ID
729,2021,603,607,800,1092,1197,Clearwater County,8535,ID
730,2021,574,577,761,1089,1270,Custer County,4140,ID
731,2021,616,657,812,1162,1394,Elmore County,26230,ID
732,2021,516,618,782,1119,1354,Franklin County,13120,ID
733,2021,570,629,751,1075,1245,Fremont County,12890,ID
734,2021,614,718,899,1182,1300,Gem County,16850,ID
735,2021,570,572,751,1058,1207,Gooding County,15110,ID
736,2021,586,590,777,1036,1317,Idaho County,16275,ID
737,2021,538,670,815,1166,1411,Jefferson County,27410,ID
738,2021,567,653,860,1070,1410,Jerome County,23040,ID
739,2021,679,755,946,1354,1638,Kootenai County,150130,ID
740,2021,531,628,785,1123,1359,Latah County,38695,ID
741,2021,602,606,798,1006,1331,Lemhi County,7755,ID
742,2021,557,616,734,1050,1097,Lewis County,3825,ID
743,2021,629,634,835,1143,1183,Lincoln County,5295,ID
744,2021,686,702,800,1145,1385,Madison County,38240,ID
745,2021,557,603,734,1050,1224,Minidoka County,20450,ID
746,2021,584,672,885,1223,1468,Nez Perce County,40015,ID
747,2021,641,648,844,1059,1408,Oneida County,4285,ID
748,2021,683,801,1002,1420,1647,Owyhee County,11385,ID
749,2021,603,607,795,1123,1177,Payette County,22840,ID
750,2021,614,618,814,1062,1358,Power County,7665,ID
751,2021,572,576,759,1085,1286,Shoshone County,12490,ID
752,2021,711,716,943,1301,1558,Teton County,10775,ID
753,2021,563,648,854,1205,1409,Twin Falls County,82250,ID
754,2021,602,606,798,1142,1331,Valley County,10105,ID
755,2021,492,565,745,973,1160,Washington County,9995,ID
756,2021,561,605,776,1029,1072,Adams County,66785,IL
757,2021,537,612,807,1155,1216,Alexander County,6775,IL
758,2021,581,585,740,920,1134,Bond County,17035,IL
759,2021,527,606,799,1085,1178,Boone County,53640,IL
760,2021,611,696,915,1183,1325,Brown County,6790,IL
761,2021,488,561,739,919,1002,Bureau County,33620,IL
762,2021,671,731,938,1224,1440,Calhoun County,4895,IL
763,2021,476,531,700,871,1072,Carroll County,14705,IL
764,2021,476,550,700,911,950,Cass County,12880,IL
765,2021,734,739,868,1108,1230,Champaign County,207945,IL
766,2021,508,579,734,913,995,Christian County,33560,IL
767,2021,493,550,725,944,1033,Clark County,15925,IL
768,2021,476,582,700,871,1030,Clay County,13395,IL
769,2021,671,731,938,1224,1440,Clinton County,37640,IL
770,2021,482,554,730,996,1055,Coles County,52540,IL
771,2021,1012,1122,1299,1649,1969,Cook County,5238540,IL
772,2021,476,560,700,871,998,Crawford County,19215,IL
773,2021,476,531,700,871,1068,Cumberland County,10900,IL
774,2021,705,805,1030,1474,1783,DeKalb County,104475,IL
775,2021,505,557,700,981,985,De Witt County,16175,IL
776,2021,555,559,700,988,1134,Douglas County,19830,IL
777,2021,1012,1122,1299,1649,1969,DuPage County,931825,IL
778,2021,476,613,700,877,1035,Edgar County,17605,IL
779,2021,476,614,700,994,1212,Edwards County,6570,IL
780,2021,538,541,700,1002,1095,Effingham County,34165,IL
781,2021,498,568,700,871,949,Fayette County,21980,IL
782,2021,734,739,868,1108,1230,Ford County,13470,IL
783,2021,474,533,702,885,952,Franklin County,39300,IL
784,2021,563,569,750,933,1223,Fulton County,35735,IL
785,2021,476,614,700,988,998,Gallatin County,5225,IL
786,2021,476,572,700,871,994,Greene County,13310,IL
787,2021,887,893,1177,1478,1596,Grundy County,50335,IL
788,2021,476,598,700,871,998,Hamilton County,8260,IL
789,2021,476,558,700,966,1114,Hancock County,18265,IL
790,2021,476,531,700,871,998,Hardin County,4160,IL
791,2021,473,608,700,927,998,Henderson County,6925,IL
